INSERT into payments (OrderNumber, paymentType, CID, AmountPaid, Gratuity) VALUES
(3119, credit, 631, 36.50, 0.0),
(3120, credit, 494, 13.5, 0.0),
(3121, credit, 663, 126.5, 0.0),
(3122, credit card, 464, 93.5, 0.0),
(3123, credit, 880, 22.0, 0.0),
(3124, cash, 470, 20.80, 2.00),
(3124, cash, 470, 20.80, 2.00),
(3124, cash, 470, 20.80, 2.00),
(3124, debit, 470, 20.80, 2.00),
(3124, cash, 470, 20.80, 2.00),
(3125, credit card, 166, 12.5, 0.0),
(3126, credit, 482, 72.5, 0.0),
(3127, credit, 400, 104.5, 0.0),
(3128, debit, 710, 81.5, 0.0),
(3129, cash, 158, 39.5, 0.0),
(3130, cash, 208, 75.5, 0.0),
(3131, cash, 247, 44.0, 0.0),
(3132, credit, 961, 87.0, 0.0),
(3133, credit card, 138, 58.0, 0.0),
(3134, credit card, 522, 57.0, 0.0),
(3135, debit, 666, 76.0, 0.0),
(3136, debit, 551, 50.5, 0.0),
(3137, debit, 789, 10.50, 0.0),
(3137, cash, 789, 10.50, 0.0),
(3138, debit, 244, 61.0, 0.0),
(3139, credit card, 312, 12.5, 0.0),
(3140, credit card, 458, 108.5, 0.0),
(3141, credit, 940, 63.0, 0.0),
(3142, debit, 442, 21.63, 2.50),
(3142, debit, 442, 21.63, 2.50),
(3142, credit, 442, 21.63, 2.50),
(3142, debit, 442, 21.63, 2.50),
(3143, cash, 670, 21.0, 0.0),
(3144, credit card, 67, 103.5, 0.0),
(3145, cash, 955, 48.00, 0.0),
(3145, cash, 955, 48.00, 0.0),
(3146, debit, 501, 6.25, 0.0),
(3146, debit, 501, 6.25, 0.0),
(3147, credit, 47, 8.75, 0.0),
(3147, debit, 47, 8.75, 0.0),
(3148, debit, 661, 47.00, 0.0),
(3148, cash, 661, 47.00, 0.0),
(3149, cash, 55, 6.25, 0.0),
(3149, cash, 55, 6.25, 0.0),
(3150, debit, 749, 75.0, 0.0),
(3151, debit, 521, 50.50, 0.0),
(3151, debit, 521, 50.50, 0.0),
(3152, debit, 97, 53.0, 0.0),
(3153, debit, 544, 93.0, 0.0),
(3154, credit card, 897, 57.0, 0.0),
(3155, cash, 647, 45.0, 0.0),
(3156, debit, 779, 83.5, 0.0),
(3157, debit, 826, 80.0, 0.0),
(3158, debit, 34, 55.25, 0.0),
(3158, cash, 34, 55.25, 0.0),
(3159, debit, 618, 9.67, 3.33),
(3159, credit, 618, 9.67, 3.33),
(3159, cash, 618, 9.67, 3.33),
(3160, credit, 707, 83.5, 0.0),
(3161, cash, 201, 25.0, 0.0),
(3162, cash, 278, 69.0, 0.0),
(3163, cash, 986, 8.5, 0.0),
(3164, cash, 670, 38.25, 0.0),
(3164, cash, 670, 38.25, 0.0),
(3165, credit card, 267, 67.5, 0.0),
(3166, credit, 320, 10.5, 0.0),
(3167, credit card, 331, 87.0, 0.0),
(3168, credit, 576, 68.0, 0.0),
(3169, debit, 271, 31.5, 0.0),
(3170, debit, 128, 12.0, 0.0),
(3171, cash, 834, 53.5, 0.0),
(3172, credit, 352, 89.5, 0.0),
(3173, debit, 349, 4.83, 3.33),
(3173, credit, 349, 4.83, 3.33),
(3173, cash, 349, 4.83, 3.33),
(3174, cash, 1, 83.0, 0.0),
(3175, debit, 185, 75.0, 0.0),
(3176, cash, 828, 6.75, 2.50),
(3176, credit, 828, 6.75, 2.50),
(3176, cash, 828, 6.75, 2.50),
(3176, cash, 828, 6.75, 2.50),
(3177, debit, 734, 25.50, 0.0),
(3177, debit, 734, 25.50, 0.0),
(3178, cash, 366, 42.0, 0.0),
(3179, debit, 403, 105.5, 0.0),
(3180, credit card, 574, 95.5, 0.0),
(3181, debit, 78, 112.5, 0.0),
(3182, credit card, 25, 75.0, 0.0),
(3183, cash, 946, 55.75, 0.0),
(3183, debit, 946, 55.75, 0.0),
(3184, cash, 916, 6.25, 0.0),
(3184, debit, 916, 6.25, 0.0),
(3185, cash, 116, 68.5, 0.0),
(3186, cash, 500, 29.0, 0.0),
(3187, cash, 612, 23.25, 0.0),
(3187, credit, 612, 23.25, 0.0),
(3188, cash, 715, 6.25, 0.0),
(3188, credit, 715, 6.25, 0.0),
(3189, cash, 4, 69.0, 0.0),
(3190, debit, 524, 32.00, 3.33),
(3190, cash, 524, 32.00, 3.33),
(3190, cash, 524, 32.00, 3.33),
(3191, cash, 886, 24.33, 3.33),
(3191, debit, 886, 24.33, 3.33),
(3191, debit, 886, 24.33, 3.33),
(3192, cash, 528, 13.50, 0.0),
(3192, credit, 528, 13.50, 0.0),
(3193, cash, 669, 22.00, 0.0),
(3193, cash, 669, 22.00, 0.0),
(3194, credit card, 253, 85.0, 0.0),
(3195, cash, 838, 46.00, 0.0),
(3195, debit, 838, 46.00, 0.0),
(3196, debit, 516, 5.75, 0.0),
(3196, debit, 516, 5.75, 0.0),
(3197, credit, 393, 14.75, 0.0),
(3197, credit, 393, 14.75, 0.0),
(3198, debit, 866, 2.30, 2.00),
(3198, cash, 866, 2.30, 2.00),
(3198, debit, 866, 2.30, 2.00),
(3198, debit, 866, 2.30, 2.00),
(3198, cash, 866, 2.30, 2.00),
(3199, credit card, 405, 47.0, 0.0),
(3200, credit card, 361, 21.0, 0.0),
(3201, debit, 91, 10.50, 0.0),
(3201, cash, 91, 10.50, 0.0),
(3202, credit, 110, 37.75, 0.0),
(3202, debit, 110, 37.75, 0.0),
(3203, cash, 794, 31.75, 0.0),
(3203, cash, 794, 31.75, 0.0),
(3204, credit, 141, 115.5, 0.0),
(3205, debit, 462, 12.5, 0.0),
(3206, credit card, 238, 27.0, 0.0),
(3207, cash, 852, 105.0, 0.0),
(3208, debit, 876, 42.00, 0.0),
(3208, cash, 876, 42.00, 0.0),
(3209, cash, 779, 7.67, 3.33),
(3209, debit, 779, 7.67, 3.33),
(3209, cash, 779, 7.67, 3.33),
(3210, credit card, 555, 22.0, 0.0),
(3211, cash, 571, 64.50, 0.0),
(3211, cash, 571, 64.50, 0.0),
(3212, debit, 336, 12.5, 0.0),
(3213, debit, 361, 27.0, 0.0),
(3214, cash, 975, 23.0, 0.0),
(3215, cash, 256, 7.0, 0.0),
(3216, debit, 438, 10.50, 0.0),
(3216, cash, 438, 10.50, 0.0),
(3217, cash, 134, 98.5, 0.0),
(3218, cash, 780, 133.5, 0.0),
(3219, credit, 259, 45.75, 0.0),
(3219, credit, 259, 45.75, 0.0),
(3220, cash, 746, 19.00, 3.33),
(3220, cash, 746, 19.00, 3.33),
(3220, credit, 746, 19.00, 3.33),
(3221, debit, 487, 29.0, 0.0),
(3222, cash, 287, 2.90, 2.00),
(3222, debit, 287, 2.90, 2.00),
(3222, debit, 287, 2.90, 2.00),
(3222, debit, 287, 2.90, 2.00),
(3222, debit, 287, 2.90, 2.00),
(3223, credit, 948, 118.0, 0.0),
(3224, credit, 457, 19.50, 2.50),
(3224, debit, 457, 19.50, 2.50),
(3224, debit, 457, 19.50, 2.50),
(3224, debit, 457, 19.50, 2.50),
(3225, credit card, 334, 85.0, 0.0),
(3226, debit, 235, 28.00, 3.33),
(3226, cash, 235, 28.00, 3.33),
(3226, cash, 235, 28.00, 3.33),
(3227, debit, 151, 32.75, 0.0),
(3227, debit, 151, 32.75, 0.0),
(3228, credit, 607, 12.75, 0.0),
(3228, cash, 607, 12.75, 0.0),
(3229, debit, 718, 42.0, 0.0),
(3230, cash, 606, 12.5, 0.0),
(3231, debit, 665, 19.0, 0.0),
(3232, credit card, 168, 89.5, 0.0),
(3233, debit, 607, 5.75, 0.0),
(3233, cash, 607, 5.75, 0.0),
(3234, credit, 478, 10.5, 0.0),
(3235, debit, 731, 6.25, 0.0),
(3235, credit, 731, 6.25, 0.0),
(3236, cash, 35, 48.50, 0.0),
(3236, debit, 35, 48.50, 0.0),
(3237, cash, 63, 25.0, 0.0),
(3238, debit, 515, 14.5, 0.0),
(3239, debit, 690, 4.75, 0.0),
(3239, credit, 690, 4.75, 0.0),
(3240, debit, 957, 12.50, 0.0),
(3240, credit, 957, 12.50, 0.0),
(3241, credit, 754, 43.50, 0.0),
(3241, debit, 754, 43.50, 0.0),
(3242, cash, 649, 12.00, 0.0),
(3242, credit, 649, 12.00, 0.0),
(3243, debit, 426, 28.25, 0.0),
(3243, debit, 426, 28.25, 0.0),
(3244, credit card, 322, 71.5, 0.0),
(3245, credit, 133, 41.00, 0.0),
(3245, cash, 133, 41.00, 0.0),
(3246, credit card, 637, 16.0, 0.0),
(3247, cash, 752, 33.5, 0.0),
(3248, debit, 656, 128.5, 0.0),
(3249, debit, 971, 16.0, 0.0),
(3250, cash, 579, 23.0, 0.0),
(3251, debit, 312, 98.5, 0.0),
(3252, credit card, 289, 29.0, 0.0),
(3253, debit, 842, 29.0, 0.0),
(3254, credit card, 376, 68.0, 0.0),
(3255, cash, 583, 55.5, 0.0),
(3256, credit card, 124, 85.5, 0.0),
(3257, credit card, 671, 10.5, 0.0),
(3258, cash, 943, 55.5, 0.0),
(3259, debit, 242, 69.0, 0.0),
(3260, cash, 644, 4.75, 0.0),
(3260, credit, 644, 4.75, 0.0),
(3261, cash, 116, 53.0, 0.0),
(3262, debit, 767, 27.75, 0.0),
(3262, cash, 767, 27.75, 0.0),
(3263, debit, 316, 16.25, 0.0),
(3263, debit, 316, 16.25, 0.0),
(3264, credit card, 278, 69.0, 0.0),
(3265, credit, 448, 5.25, 0.0),
(3265, debit, 448, 5.25, 0.0),
(3266, debit, 842, 20.25, 0.0),
(3266, cash, 842, 20.25, 0.0),
(3267, credit, 498, 87.5, 0.0),
(3268, cash, 782, 126.0, 0.0),
(3269, debit, 246, 44.5, 0.0),
(3270, debit, 302, 87.0, 0.0),
(3271, debit, 449, 114.5, 0.0),
(3272, cash, 945, 26.50, 0.0),
(3272, cash, 945, 26.50, 0.0),
(3273, debit, 955, 68.0, 0.0),
(3274, credit, 824, 106.5, 0.0),
(3275, cash, 533, 11.00, 0.0),
(3275, debit, 533, 11.00, 0.0),
(3276, cash, 268, 120.5, 0.0),
(3277, debit, 323, 38.00, 0.0),
(3277, cash, 323, 38.00, 0.0),
(3278, debit, 539, 23.0, 0.0),
(3279, cash, 515, 76.5, 0.0),
(3280, credit card, 794, 97.5, 0.0),
(3281, debit, 404, 60.50, 0.0),
(3281, debit, 404, 60.50, 0.0),
(3282, cash, 420, 49.50, 0.0),
(3282, debit, 420, 49.50, 0.0),
(3283, cash, 311, 42.50, 0.0),
(3283, cash, 311, 42.50, 0.0),
(3284, debit, 777, 23.00, 0.0),
(3284, cash, 777, 23.00, 0.0),
(3285, cash, 89, 111.5, 0.0),
(3286, debit, 327, 65.5, 0.0),
(3287, cash, 614, 112.5, 0.0),
(3288, cash, 325, 71.0, 0.0),
(3289, cash, 919, 92.5, 0.0),
(3290, credit card, 346, 95.0, 0.0),
(3291, cash, 493, 131.5, 0.0),
(3292, cash, 666, 7.25, 0.0),
(3292, cash, 666, 7.25, 0.0),
(3293, cash, 75, 104.0, 0.0),
(3294, credit, 832, 44.50, 0.0),
(3294, debit, 832, 44.50, 0.0),
(3295, debit, 239, 66.5, 0.0),
(3296, cash, 61, 112.0, 0.0),
(3297, debit, 224, 25.00, 0.0),
(3297, credit, 224, 25.00, 0.0),
(3298, credit, 975, 12.70, 2.00),
(3298, credit, 975, 12.70, 2.00),
(3298, debit, 975, 12.70, 2.00),
(3298, cash, 975, 12.70, 2.00),
(3298, debit, 975, 12.70, 2.00),
(3299, debit, 26, 43.25, 0.0),
(3299, cash, 26, 43.25, 0.0),
(3300, credit, 547, 23.25, 0.0),
(3300, debit, 547, 23.25, 0.0),
(3301, cash, 351, 61.50, 0.0),
(3301, credit, 351, 61.50, 0.0),
(3302, debit, 985, 7.25, 0.0),
(3302, cash, 985, 7.25, 0.0),
(3303, debit, 555, 85.5, 0.0),
(3304, credit card, 15, 10.5, 0.0),
(3305, debit, 557, 69.0, 0.0),
(3306, debit, 954, 34.5, 0.0),
(3307, debit, 513, 63.0, 0.0),
(3308, cash, 561, 61.5, 0.0),
(3309, cash, 986, 42.00, 0.0),
(3309, credit, 986, 42.00, 0.0),
(3310, cash, 620, 29.50, 0.0),
(3310, debit, 620, 29.50, 0.0),
(3311, debit, 599, 4.75, 0.0),
(3311, debit, 599, 4.75, 0.0),
(3312, cash, 793, 25.83, 3.33),
(3312, debit, 793, 25.83, 3.33),
(3312, cash, 793, 25.83, 3.33),
(3313, debit, 385, 6.75, 0.0),
(3313, cash, 385, 6.75, 0.0),
(3314, debit, 597, 7.25, 0.0),
(3314, cash, 597, 7.25, 0.0),
(3315, cash, 243, 9.5, 0.0),
(3316, credit, 407, 45.5, 0.0),
(3317, cash, 862, 81.0, 0.0),
(3318, debit, 474, 41.25, 0.0),
(3318, cash, 474, 41.25, 0.0),
(3319, cash, 224, 58.5, 0.0),
(3320, debit, 777, 71.0, 0.0),
(3321, credit card, 868, 12.5, 0.0),
(3322, cash, 989, 37.50, 0.0),
(3322, cash, 989, 37.50, 0.0),
(3323, debit, 270, 27.0, 0.0),
(3324, debit, 603, 24.0, 0.0),
(3325, credit card, 388, 13.5, 0.0),
(3326, debit, 588, 60.5, 0.0),
(3327, credit card, 191, 14.5, 0.0),
(3328, credit card, 168, 86.5, 0.0),
(3329, credit card, 199, 56.5, 0.0),
(3330, cash, 170, 74.0, 0.0),
(3331, debit, 243, 80.0, 0.0),
(3332, debit, 695, 20.0, 0.0),
(3333, cash, 62, 10.00, 0.0),
(3333, cash, 62, 10.00, 0.0),
(3334, debit, 966, 15.00, 2.50),
(3334, cash, 966, 15.00, 2.50),
(3334, credit, 966, 15.00, 2.50),
(3334, cash, 966, 15.00, 2.50),
(3335, credit, 718, 100.0, 0.0),
(3336, debit, 816, 30.00, 0.0),
(3336, cash, 816, 30.00, 0.0),
(3337, debit, 682, 30.00, 0.0),
(3337, debit, 682, 30.00, 0.0),
(3338, cash, 409, 100.0, 0.0),
(3339, debit, 31, 50.00, 0.0),
(3339, credit, 31, 50.00, 0.0),
(3340, credit, 492, 50.00, 0.0),
(3340, credit, 492, 50.00, 0.0),
(3341, debit, 473, 31.75, 0.0),
(3341, debit, 473, 31.75, 0.0),
(3342, cash, 538, 85.5, 0.0),
(3343, debit, 319, 57.50, 0.0),
(3343, debit, 319, 57.50, 0.0),
(3344, credit card, 478, 29.0, 0.0),
(3345, cash, 345, 25.0, 0.0),
(3346, cash, 872, 23.63, 2.50),
(3346, debit, 872, 23.63, 2.50),
(3346, cash, 872, 23.63, 2.50),
(3346, debit, 872, 23.63, 2.50),
(3347, cash, 722, 74.0, 0.0),
(3348, credit card, 751, 36.0, 0.0),
(3349, cash, 976, 84.5, 0.0),
(3350, credit card, 534, 13.5, 0.0),
(3351, cash, 239, 100.5, 0.0),
(3352, credit card, 554, 13.5, 0.0),
(3353, cash, 849, 130.0, 0.0),
(3354, cash, 580, 7.25, 0.0),
(3354, cash, 580, 7.25, 0.0),
(3355, debit, 911, 23.0, 0.0),
(3356, debit, 929, 87.0, 0.0),
(3357, debit, 325, 4.83, 3.33),
(3357, debit, 325, 4.83, 3.33),
(3357, credit, 325, 4.83, 3.33),
(3358, debit, 802, 25.75, 2.50),
(3358, credit, 802, 25.75, 2.50),
(3358, credit, 802, 25.75, 2.50),
(3358, cash, 802, 25.75, 2.50),
(3359, debit, 53, 18.88, 2.50),
(3359, debit, 53, 18.88, 2.50),
(3359, cash, 53, 18.88, 2.50),
(3359, debit, 53, 18.88, 2.50),
(3360, credit, 651, 9.5, 0.0),
(3361, debit, 297, 5.25, 0.0),
(3361, cash, 297, 5.25, 0.0),
(3362, cash, 94, 91.5, 0.0),
(3363, cash, 326, 29.00, 0.0),
(3363, debit, 326, 29.00, 0.0),
(3364, cash, 291, 12.5, 0.0),
(3365, credit card, 727, 22.0, 0.0),
(3366, debit, 419, 42.0, 0.0),
(3367, credit card, 2, 71.5, 0.0),
(3368, credit card, 13, 95.5, 0.0),
(3369, credit card, 123, 112.5, 0.0),
(3370, credit, 380, 101.0, 0.0),
(3371, credit, 906, 60.5, 0.0),
(3372, credit, 365, 27.0, 0.0),
(3373, credit, 153, 99.0, 0.0),
(3374, cash, 119, 16.80, 2.00),
(3374, credit, 119, 16.80, 2.00),
(3374, debit, 119, 16.80, 2.00),
(3374, cash, 119, 16.80, 2.00),
(3374, credit, 119, 16.80, 2.00),
(3375, cash, 760, 23.0, 0.0),
(3376, credit, 720, 106.0, 0.0),
(3377, cash, 223, 80.0, 0.0),
(3378, credit card, 579, 97.0, 0.0),
(3379, credit card, 847, 97.0, 0.0),
(3380, cash, 273, 25.0, 0.0),
(3381, debit, 406, 22.0, 0.0),
(3382, cash, 578, 14.5, 0.0),
(3383, cash, 148, 55.75, 0.0),
(3383, debit, 148, 55.75, 0.0),
(3384, credit card, 461, 38.0, 0.0),
(3385, cash, 561, 17.40, 2.00),
(3385, cash, 561, 17.40, 2.00),
(3385, debit, 561, 17.40, 2.00),
(3385, debit, 561, 17.40, 2.00),
(3385, credit, 561, 17.40, 2.00),
(3386, credit, 956, 84.5, 0.0),
(3387, debit, 5, 74.0, 0.0),
(3388, credit, 712, 40.75, 0.0),
(3388, cash, 712, 40.75, 0.0),
(3389, debit, 287, 13.5, 0.0),
(3390, debit, 418, 43.50, 0.0),
(3390, cash, 418, 43.50, 0.0),
(3391, credit card, 241, 103.5, 0.0),
(3392, debit, 790, 5.33, 3.33),
(3392, debit, 790, 5.33, 3.33),
(3392, credit, 790, 5.33, 3.33),
(3393, cash, 130, 20.00, 0.0),
(3393, debit, 130, 20.00, 0.0),
(3394, debit, 397, 99.0, 0.0),
(3395, debit, 835, 12.50, 0.0),
(3395, cash, 835, 12.50, 0.0),
(3396, cash, 402, 23.0, 0.0),
(3397, credit, 143, 4.0, 0.0),
(3398, debit, 525, 12.5, 0.0),
(3399, credit, 927, 72.0, 0.0),
(3400, cash, 504, 21.00, 0.0),
(3400, cash, 504, 21.00, 0.0),
(3401, credit, 759, 61.0, 0.0),
(3402, cash, 857, 75.5, 0.0),
(3403, debit, 702, 40.25, 0.0),
(3403, cash, 702, 40.25, 0.0),
(3404, credit card, 606, 36.5, 0.0),
(3405, cash, 812, 23.33, 3.33),
(3405, debit, 812, 23.33, 3.33),
(3405, credit, 812, 23.33, 3.33),
(3406, cash, 166, 14.5, 0.0),
(3407, cash, 278, 13.5, 0.0),
(3408, cash, 959, 24.0, 0.0),
(3409, credit, 364, 13.5, 0.0),
(3410, credit, 127, 90.5, 0.0),
(3411, debit, 592, 7.25, 0.0),
(3411, cash, 592, 7.25, 0.0),
(3412, credit card, 655, 27.0, 0.0),
(3413, cash, 890, 103.0, 0.0),
(3414, credit, 259, 23.0, 0.0),
(3415, cash, 681, 44.5, 0.0),
(3416, credit, 570, 58.5, 0.0),
(3417, credit, 754, 50.0, 0.0),
(3418, debit, 250, 18.75, 2.50),
(3418, cash, 250, 18.75, 2.50),
(3418, debit, 250, 18.75, 2.50),
(3418, debit, 250, 18.75, 2.50),
(3419, debit, 652, 12.5, 0.0),
(3420, cash, 632, 52.00, 0.0),
(3420, debit, 632, 52.00, 0.0),
(3421, cash, 925, 91.0, 0.0),
(3422, cash, 720, 5.75, 0.0),
(3422, debit, 720, 5.75, 0.0),
(3423, cash, 727, 45.0, 0.0),
(3424, debit, 51, 14.30, 2.00),
(3424, credit, 51, 14.30, 2.00),
(3424, debit, 51, 14.30, 2.00),
(3424, credit, 51, 14.30, 2.00),
(3424, debit, 51, 14.30, 2.00),
(3425, cash, 60, 69.0, 0.0),
(3426, cash, 133, 11.5, 0.0),
(3427, cash, 368, 30.25, 0.0),
(3427, debit, 368, 30.25, 0.0),
(3428, debit, 512, 3.17, 3.33),
(3428, debit, 512, 3.17, 3.33),
(3428, debit, 512, 3.17, 3.33),
(3429, debit, 526, 37.5, 0.0),
(3430, cash, 16, 11.5, 0.0),
(3431, credit, 751, 74.0, 0.0),
(3432, debit, 923, 35.5, 0.0),
(3433, cash, 142, 7.25, 0.0),
(3433, cash, 142, 7.25, 0.0),
(3434, debit, 877, 4.83, 3.33),
(3434, debit, 877, 4.83, 3.33),
(3434, debit, 877, 4.83, 3.33),
(3435, credit card, 817, 12.5, 0.0),
(3436, debit, 213, 71.0, 0.0),
(3437, debit, 906, 61.00, 0.0),
(3437, cash, 906, 61.00, 0.0),
(3438, credit card, 235, 14.5, 0.0),
(3439, debit, 214, 33.5, 0.0),
(3440, debit, 816, 87.0, 0.0),
(3441, debit, 151, 77.0, 0.0),
(3442, credit, 295, 34.63, 2.50),
(3442, cash, 295, 34.63, 2.50),
(3442, debit, 295, 34.63, 2.50),
(3442, cash, 295, 34.63, 2.50),
(3443, cash, 809, 45.25, 0.0),
(3443, debit, 809, 45.25, 0.0),
(3444, cash, 903, 12.5, 0.0),
(3445, credit, 441, 95.5, 0.0),
(3446, debit, 807, 83.5, 0.0),
(3447, cash, 131, 13.5, 0.0),
(3448, cash, 350, 45.75, 0.0),
(3448, credit, 350, 45.75, 0.0),
(3449, credit, 387, 104.5, 0.0),
(3450, cash, 449, 6.25, 0.0),
(3450, cash, 449, 6.25, 0.0),
(3451, credit, 270, 121.5, 0.0),
(3452, credit, 870, 48.25, 0.0),
(3452, debit, 870, 48.25, 0.0),
(3453, debit, 731, 115.0, 0.0),
(3454, cash, 214, 16.75, 0.0),
(3454, cash, 214, 16.75, 0.0),
(3455, debit, 284, 67.0, 0.0),
(3456, credit, 981, 69.0, 0.0),
(3457, debit, 877, 42.50, 0.0),
(3457, cash, 877, 42.50, 0.0),
(3458, debit, 573, 11.5, 0.0),
(3459, credit, 588, 57.0, 0.0),
(3460, cash, 582, 40.50, 0.0),
(3460, cash, 582, 40.50, 0.0),
(3461, debit, 119, 126.5, 0.0),
(3462, cash, 1, 107.0, 0.0),
(3463, credit card, 384, 54.5, 0.0),
(3464, cash, 375, 62.0, 0.0),
(3465, cash, 692, 13.5, 0.0),
(3466, cash, 422, 22.0, 0.0),
(3467, cash, 487, 137.0, 0.0),
(3468, cash, 900, 14.5, 0.0),
(3469, debit, 49, 13.5, 0.0),
(3470, debit, 73, 34.50, 0.0),
(3470, debit, 73, 34.50, 0.0),
(3471, cash, 83, 24.13, 2.50),
(3471, debit, 83, 24.13, 2.50),
(3471, debit, 83, 24.13, 2.50),
(3471, cash, 83, 24.13, 2.50),
(3472, cash, 903, 41.50, 0.0),
(3472, cash, 903, 41.50, 0.0),
(3473, debit, 87, 132.5, 0.0),
(3474, debit, 854, 88.5, 0.0),
(3475, credit, 124, 92.5, 0.0),
(3476, cash, 417, 64.0, 0.0),
(3477, cash, 874, 50.0, 0.0),
(3478, debit, 3, 14.0, 0.0),
(3479, cash, 133, 92.0, 0.0),
(3480, credit card, 53, 13.5, 0.0),
(3481, debit, 641, 21.0, 0.0),
(3482, debit, 743, 9.5, 0.0),
(3483, cash, 484, 30.5, 0.0),
(3484, cash, 606, 8.5, 0.0),
(3485, debit, 831, 6.67, 3.33),
(3485, debit, 831, 6.67, 3.33),
(3485, credit, 831, 6.67, 3.33),
(3486, credit, 383, 33.5, 0.0),
(3487, cash, 247, 11.5, 0.0),
(3488, credit, 367, 74.5, 0.0),
(3489, cash, 164, 45.00, 0.0),
(3489, debit, 164, 45.00, 0.0),
(3490, debit, 775, 53.00, 0.0),
(3490, debit, 775, 53.00, 0.0),
(3491, credit card, 679, 25.0, 0.0),
(3492, credit, 167, 96.5, 0.0),
(3493, debit, 777, 109.5, 0.0),
(3494, debit, 682, 82.5, 0.0),
(3495, credit, 967, 13.5, 0.0),
(3496, debit, 213, 120.5, 0.0),
(3497, cash, 103, 43.00, 0.0),
(3497, credit, 103, 43.00, 0.0),
(3498, credit, 552, 97.5, 0.0),
(3499, debit, 360, 52.50, 0.0),
(3499, credit, 360, 52.50, 0.0),
(3500, credit card, 683, 14.5, 0.0),
(3501, cash, 213, 37.5, 0.0),
(3502, credit, 242, 4.83, 3.33),
(3502, debit, 242, 4.83, 3.33),
(3502, credit, 242, 4.83, 3.33),
(3503, debit, 767, 30.25, 0.0),
(3503, cash, 767, 30.25, 0.0),
(3504, debit, 150, 60.5, 0.0),
(3505, credit, 213, 12.5, 0.0),
(3506, debit, 399, 116.5, 0.0),
(3507, credit, 527, 97.0, 0.0),
(3508, cash, 275, 12.5, 0.0),
(3509, credit, 374, 3.13, 2.50),
(3509, cash, 374, 3.13, 2.50),
(3509, debit, 374, 3.13, 2.50),
(3509, debit, 374, 3.13, 2.50),
(3510, debit, 104, 3.38, 2.50),
(3510, cash, 104, 3.38, 2.50),
(3510, debit, 104, 3.38, 2.50),
(3510, cash, 104, 3.38, 2.50),
(3511, debit, 397, 93.5, 0.0),
(3512, credit card, 922, 59.0, 0.0),
(3513, debit, 319, 80.0, 0.0),
(3514, cash, 843, 9.5, 0.0),
(3515, debit, 762, 34.50, 0.0),
(3515, cash, 762, 34.50, 0.0),
(3516, debit, 513, 73.5, 0.0),
(3517, credit, 772, 76.5, 0.0),
(3518, credit card, 597, 77.0, 0.0),
(3519, debit, 155, 45.25, 0.0),
(3519, cash, 155, 45.25, 0.0),
(3520, credit, 613, 47.75, 0.0),
(3520, credit, 613, 47.75, 0.0),
(3521, debit, 729, 7.25, 0.0),
(3521, debit, 729, 7.25, 0.0),
(3522, debit, 518, 18.30, 2.00),
(3522, cash, 518, 18.30, 2.00),
(3522, debit, 518, 18.30, 2.00),
(3522, cash, 518, 18.30, 2.00),
(3522, debit, 518, 18.30, 2.00),
(3523, debit, 933, 29.0, 0.0),
(3524, credit, 921, 57.0, 0.0),
(3525, debit, 622, 3.70, 2.00),
(3525, cash, 622, 3.70, 2.00),
(3525, cash, 622, 3.70, 2.00),
(3525, credit, 622, 3.70, 2.00),
(3525, credit, 622, 3.70, 2.00),
(3526, debit, 871, 85.0, 0.0),
(3527, debit, 519, 27.0, 0.0),
(3528, cash, 988, 90.5, 0.0),
(3529, debit, 63, 29.25, 0.0),
(3529, credit, 63, 29.25, 0.0),
(3530, debit, 474, 28.25, 0.0),
(3530, credit, 474, 28.25, 0.0),
(3531, cash, 627, 77.0, 0.0),
(3532, cash, 244, 6.25, 0.0),
(3532, cash, 244, 6.25, 0.0),
(3533, credit, 179, 75.5, 0.0),
(3534, debit, 339, 20.0, 0.0),
(3535, debit, 797, 5.00, 2.50),
(3535, debit, 797, 5.00, 2.50),
(3535, cash, 797, 5.00, 2.50),
(3535, debit, 797, 5.00, 2.50),
(3536, cash, 894, 6.67, 3.33),
(3536, debit, 894, 6.67, 3.33),
(3536, cash, 894, 6.67, 3.33),
(3537, cash, 261, 60.0, 0.0),
(3538, cash, 263, 100.0, 0.0),
(3539, cash, 817, 6.67, 3.33),
(3539, cash, 817, 6.67, 3.33),
(3539, debit, 817, 6.67, 3.33),
(3540, cash, 478, 10.00, 0.0),
(3540, credit, 478, 10.00, 0.0),
(3541, debit, 383, 20.0, 0.0),
(3542, cash, 297, 30.00, 0.0),
(3542, cash, 297, 30.00, 0.0),
(3543, cash, 977, 50.00, 0.0),
(3543, credit, 977, 50.00, 0.0),
(3544, credit, 893, 72.0, 0.0),
(3545, debit, 845, 69.5, 0.0),
(3546, debit, 307, 82.0, 0.0),
(3547, credit card, 576, 13.5, 0.0),
(3548, debit, 285, 79.00, 0.0),
(3548, cash, 285, 79.00, 0.0),
(3549, debit, 43, 87.0, 0.0),
(3550, credit card, 522, 54.0, 0.0),
(3551, credit, 350, 95.5, 0.0),
(3552, credit, 672, 29.0, 0.0),
(3553, debit, 737, 18.60, 2.00),
(3553, cash, 737, 18.60, 2.00),
(3553, debit, 737, 18.60, 2.00),
(3553, debit, 737, 18.60, 2.00),
(3553, cash, 737, 18.60, 2.00),
(3554, cash, 746, 6.75, 0.0),
(3554, cash, 746, 6.75, 0.0),
